Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Control_siRNA_M2_2_gz - polya	(1, 0.0028668374124729626)	(2, 0.008672620190628956)	(3, 0.0109035965611586)	(4, 0.013606552261790503)	(5, 0.016062592849915205)	(6, 0.018188684924866572)	(7, 0.020714648376710127)	(8, 0.02836901686443329)	(9, 0.03855371898298243)	(10, 0.04891541335031993)	(12, 0.05677845788445404)	(14, 0.06933288955622494)	(16, 0.08372388894536131)	(18, 0.09461437496957262)	(20, 0.1067470843695392)	(22, 0.1191496523216707)	(24, 0.12960639808187602)	(26, 0.1404979766508329)	(28, 0.15131307708759736)	(30, 0.1611754785061924)	(32, 0.17121924235255825)	(34, 0.1802283663248342)	(36, 0.18852624366771992)	(38, 0.19685143462924581)	(40, 0.20648003147228094)	(42, 0.21486094221583282)	(44, 0.22334236707598054)	(46, 0.23308349602781323)	(48, 0.24170039643641622)	(50, 0.25006273391929273)	(52, 0.25960938990640736)	(54, 0.2711991045678072)	(56, 0.2807643338155972)	(58, 0.28983136265939025)	(60, 0.2991846382265324)	(62, 0.30825603724930795)	(64, 0.316817217875885)	(66, 0.3256143881675132)	(68, 0.334418113727615)	(70, 0.34352993690597794)	(72, 0.35217742856745793)	(74, 0.36057472748219394)	(76, 0.3704382214455346)	(78, 0.38031482594582255)	(80, 0.38850672644838435)	(82, 0.39790479635009646)	(84, 0.409578636956908)	(86, 0.4216009993375683)	(88, 0.4315267683514085)	(90, 0.44159566072692336)	(92, 0.45110298510319613)	(94, 0.46184597758675044)	(96, 0.47101242800239385)	(98, 0.4791628118046226)	(100, 0.4881446221582584)	(102, 0.4969494402631057)	(104, 0.5051358780419395)	(106, 0.5134031641319483)	(108, 0.5222899230927163)	(110, 0.5304741757820588)	(112, 0.5382017447677376)	(114, 0.5463029640564141)	(116, 0.5552367024412432)	(118, 0.5647910062415771)	(120, 0.5736187677860822)	(122, 0.5819188302184591)	(124, 0.591136630237146)	(126, 0.601268890207906)	(128, 0.6111487723424307)	(130, 0.6221594382886588)	(132, 0.631793497855422)	(134, 0.6411489585120554)	(136, 0.649558275418993)	(138, 0.6577239548476603)
Control_siRNA_M2_2_gz - polyg	(1, 0.028388682669854216)	(2, 0.02910102184399003)	(3, 0.029240867571427735)	(4, 0.029385083477847868)	(5, 0.02949652304189979)	(6, 0.029666960022214493)	(7, 0.02987454352387984)	(8, 0.030217602574000458)	(9, 0.030733283693927)	(10, 0.031248964813853537)	(12, 0.031906676750709)	(14, 0.03255237069536278)	(16, 0.03320352736374459)	(18, 0.03370719049146945)	(20, 0.034378012965272195)	(22, 0.03502589199941719)	(24, 0.03568360393627265)	(26, 0.036333668059908855)	(28, 0.036958603654396106)	(30, 0.037645814299382956)	(32, 0.038342857847080275)	(34, 0.03909452863205794)	(36, 0.03980468271670254)	(38, 0.04063829435760073)	(40, 0.04156914248085796)	(42, 0.042347034339730194)	(44, 0.04326804956027697)	(46, 0.04431907760555097)	(48, 0.04530673805557976)	(50, 0.04615236768867964)	(52, 0.04712145487803311)	(54, 0.048358215530060325)	(56, 0.049506480057693356)	(58, 0.05052363921585354)	(60, 0.05158122252960119)	(62, 0.05263443566436641)	(64, 0.05382640198182373)	(66, 0.054994332314877686)	(68, 0.056412455394675674)	(70, 0.058190025695778386)	(72, 0.060034241226363125)	(74, 0.06212427932470946)	(76, 0.06440769784302824)	(78, 0.06644420124883982)	(80, 0.06873089740139543)	(82, 0.07107440588072261)	(84, 0.07339715600988325)	(86, 0.07579638427123639)	(88, 0.07827755338851006)	(90, 0.08084394099594105)	(92, 0.08380255216704502)	(94, 0.08708237149335746)	(96, 0.09065499281149259)	(98, 0.09443738272078428)	(100, 0.09836508108124171)	(102, 0.10267735519215283)	(104, 0.10731739272674608)	(106, 0.11233326565382815)	(108, 0.11752722337444418)	(110, 0.1231046643007683)	(112, 0.1288011926043636)	(114, 0.13463756663539656)	(116, 0.14104206393414526)	(118, 0.1475175766413584)	(120, 0.15401603278822926)	(122, 0.16074283078693202)	(124, 0.16776243077745745)	(126, 0.175043148962183)	(128, 0.1826385200336434)	(130, 0.19109372381989653)	(132, 0.2000460354654009)	(134, 0.2093567017874644)	(136, 0.219025722786087)	(138, 0.22941145313782785)
Control_siRNA_M3_1_gz - illumina_universal_adapter	(1, 4.714265117436927e-05)	(2, 0.00015452313440487706)	(3, 0.0005002359096835851)	(4, 0.0010580906152469548)	(5, 0.0012257089305336012)	(6, 0.001487612548168986)	(7, 0.0015635645972832475)	(8, 0.001712849659335417)	(9, 0.001935467734325494)	(10, 0.002611179067824787)	(12, 0.0031598671467709186)	(14, 0.003658793538366327)	(16, 0.004272957521721304)	(18, 0.004994501988306789)	(20, 0.00655675706750186)	(22, 0.008365201547274192)	(24, 0.009513648910605355)	(26, 0.010815309890253217)	(28, 0.012271494004305956)	(30, 0.013835058601589205)	(32, 0.015457551512840412)	(34, 0.01712718707526599)	(36, 0.01882301299945511)	(38, 0.02058169579187672)	(40, 0.022418949669588944)	(42, 0.02428894149950559)	(44, 0.026186433209273954)	(46, 0.02803154419551524)	(48, 0.029953916748958965)	(50, 0.03197843171328049)	(52, 0.03403961318407097)	(54, 0.03608900899206786)	(56, 0.03811876202874209)	(58, 0.04027553831996948)	(60, 0.04228172003105653)	(62, 0.044617900300364166)	(64, 0.04708503237848949)	(66, 0.049613711806759137)	(68, 0.05229167629708094)	(70, 0.05527213946577162)	(72, 0.05872664818238235)	(74, 0.06252163160191906)	(76, 0.06673042273731972)	(78, 0.07146956869843199)	(80, 0.07709002033288735)	(82, 0.0836873724611227)	(84, 0.09144888616974733)	(86, 0.10021218121582731)	(88, 0.11012785217950298)	(90, 0.12169351593428157)	(92, 0.13502310055383449)	(94, 0.15084993616754078)	(96, 0.16872747710733216)	(98, 0.187837274568098)	(100, 0.20990527339005555)	(102, 0.234837188270856)	(104, 0.26273123306711266)	(106, 0.29298241042208784)	(108, 0.32574000539783354)	(110, 0.3606019959412796)	(112, 0.39848635423223805)	(114, 0.44058343221286167)	(116, 0.4862109709592102)	(118, 0.5348621869711594)	(120, 0.5877915985771824)	(122, 0.6452728950577085)	(124, 0.7071947673752426)	(126, 0.7739409043296204)	(128, 0.8442567875923686)	(130, 0.9202625269482454)	(132, 1.0024714534878163)	(134, 1.0910721378157788)	(136, 1.1860239848713994)	(138, 1.2868071159736718)
Control_siRNA_M3_1_gz - polya	(1, 0.0019826103854998635)	(2, 0.007071397676155391)	(3, 0.008917818180484854)	(4, 0.011141379894209272)	(5, 0.013000895579420505)	(6, 0.014598507646996352)	(7, 0.016471118513089352)	(8, 0.022612758346639127)	(9, 0.030532723743933166)	(10, 0.03929209023574862)	(12, 0.04551492019076536)	(14, 0.0558011847733951)	(16, 0.06770470419492333)	(18, 0.0765374036996767)	(20, 0.08680664454716014)	(22, 0.096790410451421)	(24, 0.1056375146551443)	(26, 0.11434057186916814)	(28, 0.12397731548006213)	(30, 0.13183966208147638)	(32, 0.1399141506131753)	(34, 0.1472513804612306)	(36, 0.15444587283767464)	(38, 0.16237762389776225)	(40, 0.1709104437603231)	(42, 0.17860386252836252)	(44, 0.1863575191284581)	(46, 0.19483272019513914)	(48, 0.20216602148892993)	(50, 0.20923218109273262)	(52, 0.21791952408969834)	(54, 0.22799102770586704)	(56, 0.23674122757106525)	(58, 0.24481309706658783)	(60, 0.2532909171694452)	(62, 0.2617425469105391)	(64, 0.26951453676386916)	(66, 0.2775850967413035)	(68, 0.2856779185262369)	(70, 0.29403395344689387)	(72, 0.3023284410174065)	(74, 0.3105076909961596)	(76, 0.3194346758032617)	(78, 0.328245113500516)	(80, 0.33560853371033483)	(82, 0.344261829237008)	(84, 0.3552630906957823)	(86, 0.3666637551714506)	(88, 0.37627430842058107)	(90, 0.3855548631114909)	(92, 0.3943993482790379)	(94, 0.4040308538175792)	(96, 0.41218522295265686)	(98, 0.4203382825696464)	(100, 0.4285541990548684)	(102, 0.4372821371125676)	(104, 0.44544174431999806)	(106, 0.45420242032990166)	(108, 0.46318571441479534)	(110, 0.47148936861192525)	(112, 0.479074097378646)	(114, 0.4867400162668337)	(116, 0.49469926720677304)	(118, 0.5032255394788929)	(120, 0.5117609783776302)	(122, 0.5196835628111005)	(124, 0.5285503097861465)	(126, 0.5379526496592568)	(128, 0.5471467761563471)	(130, 0.5569000668770887)	(132, 0.566375739763137)	(134, 0.5752490343286238)	(136, 0.5831689997259178)	(138, 0.5906463480094081)
Control_siRNA_M3_1_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00010738048323050779)	(4, 0.00021999903881372328)	(5, 0.00033785566674964646)	(6, 0.0005499975970343082)	(7, 0.0008328535040805238)	(8, 0.0012597564008262011)	(9, 0.0018988012278565402)	(10, 0.0025352270187105255)	(12, 0.0033261759439693877)	(14, 0.004191767400254335)	(16, 0.0051411680141826045)	(18, 0.005895450432972513)	(20, 0.00670997068381856)	(22, 0.007576871658191684)	(24, 0.008475201066681055)	(26, 0.009344721077230531)	(28, 0.010296740727335156)	(30, 0.011260546040233372)	(32, 0.01244958846429802)	(34, 0.013662202213949851)	(36, 0.015014934399036613)	(38, 0.016251119474275627)	(40, 0.017611708767891456)	(42, 0.019012893122240762)	(44, 0.020707409528341707)	(46, 0.02241633063341259)	(48, 0.024028347399958384)	(50, 0.0256220309132697)	(52, 0.027378094669514956)	(54, 0.029322729030457687)	(56, 0.03137736291080728)	(58, 0.0334765204061549)	(60, 0.035799605494580757)	(62, 0.037979953111395334)	(64, 0.040304347717909375)	(66, 0.04250302858795843)	(68, 0.04499897006402365)	(70, 0.04795717142521532)	(72, 0.050883944352290746)	(74, 0.05403726390862078)	(76, 0.056857965870553875)	(78, 0.05951497807146486)	(80, 0.06275603533970274)	(82, 0.06578102212339143)	(84, 0.06873136637605405)	(86, 0.07207194701899339)	(88, 0.07543871802369626)	(90, 0.07951786686836737)	(92, 0.08389558583714284)	(94, 0.08783854480064354)	(96, 0.09229352533662144)	(98, 0.09712957563625882)	(100, 0.10198134015295433)	(102, 0.10700334202111283)	(104, 0.11203843907015311)	(106, 0.11741008226785485)	(108, 0.12295851040746048)	(110, 0.12868372348897)	(112, 0.1346944115137021)	(114, 0.14095259845709962)	(116, 0.1472448328707897)	(118, 0.15390897042152207)	(120, 0.1610419154478218)	(122, 0.16835164541602538)	(124, 0.1748599503142647)	(126, 0.18173492027719354)	(128, 0.18853524770909633)	(130, 0.19610426225875893)	(132, 0.20405565609016924)	(134, 0.2118315744977638)	(136, 0.21976856363020414)	(138, 0.22753138685691696)
Control_siRNA_M3_2_gz - illumina_universal_adapter	(1, 4.714265117436927e-05)	(2, 0.0001519040982285232)	(3, 0.0005080930182126466)	(4, 0.0010842809770104933)	(5, 0.0012492802561207858)	(6, 0.00152427905463794)	(7, 0.0016028501399285554)	(8, 0.0017521352019807246)	(9, 0.001987848457852571)	(10, 0.0026871311169390484)	(12, 0.0032633190757368953)	(14, 0.0037818882386549575)	(16, 0.004461528126418781)	(18, 0.005272119823000297)	(20, 0.006979731409983006)	(22, 0.00894138950607204)	(24, 0.010411978319094725)	(26, 0.012013518940935103)	(28, 0.013844225228206445)	(30, 0.01578624055297282)	(32, 0.01790373130155491)	(34, 0.02014169771424927)	(36, 0.02233514051194562)	(38, 0.024662154154636014)	(40, 0.027038929484677135)	(42, 0.029563680358682242)	(44, 0.03211724063062724)	(46, 0.03458568222684075)	(48, 0.0370737665943769)	(50, 0.03972030265058247)	(52, 0.042455885936784066)	(54, 0.045074922113137905)	(56, 0.04773193431404889)	(58, 0.05041644639481158)	(60, 0.05301191124557825)	(62, 0.05591511284706649)	(64, 0.05894795673928424)	(66, 0.061921872317534044)	(68, 0.06509876319945126)	(70, 0.06856767661503194)	(72, 0.07253813545838436)	(74, 0.07679668828113573)	(76, 0.08147821544636823)	(78, 0.0866717641840779)	(80, 0.09275971377601243)	(82, 0.09984158759687324)	(84, 0.10806274215444797)	(86, 0.11725686865153814)	(88, 0.12771468010371906)	(90, 0.1398172462746502)	(92, 0.15377409005843987)	(94, 0.1701744945947677)	(96, 0.18864262819232683)	(98, 0.20833778023850777)	(100, 0.2310238715980848)	(102, 0.2567519734764968)	(104, 0.2854723241863931)	(106, 0.316632307094563)	(108, 0.35021751750203667)	(110, 0.3859215281761805)	(112, 0.4249792146741454)	(114, 0.46826795411501)	(116, 0.5152953676976197)	(118, 0.565465624691854)	(120, 0.6199166963163387)	(122, 0.6791750088425209)	(124, 0.7431200866062883)	(126, 0.8117427629810237)	(128, 0.8839718521705983)	(130, 0.962227343601963)	(132, 1.0470225683656835)	(134, 1.1382462174242645)	(136, 1.2360829328281389)	(138, 1.3403258107193745)
Control_siRNA_M3_2_gz - polya	(1, 0.0022733234010751404)	(2, 0.0075297290070173144)	(3, 0.009661624454569348)	(4, 0.01205280448358041)	(5, 0.014200414148190567)	(6, 0.015928978024584105)	(7, 0.018246825040657264)	(8, 0.024823224879481777)	(9, 0.03315961702881608)	(10, 0.04255279027530916)	(12, 0.04954430734808575)	(14, 0.06093973375140135)	(16, 0.0737507492080362)	(18, 0.08340844510834101)	(20, 0.09434554018079469)	(22, 0.10579072827146101)	(24, 0.11552961429323279)	(26, 0.12514016754236323)	(28, 0.13539238465470038)	(30, 0.14412163223048774)	(32, 0.15290064149362587)	(34, 0.16073810725136475)	(36, 0.16833724071705544)	(38, 0.17662387117903902)	(40, 0.18550371333496674)	(42, 0.19360308271034102)	(44, 0.20199709365555513)	(46, 0.21063467496517008)	(48, 0.2184145219270292)	(50, 0.22618651178035926)	(52, 0.23521563899833914)	(54, 0.24556083189493683)	(56, 0.25430972224204684)	(58, 0.26272599499475996)	(60, 0.27132952883408235)	(62, 0.27969211134518024)	(64, 0.2875754102360053)	(66, 0.2960113257600411)	(68, 0.30447736020010485)	(70, 0.31277839536105834)	(72, 0.3210741924496592)	(74, 0.3293974894181117)	(76, 0.3389936379682722)	(78, 0.3481655026578634)	(80, 0.3557476123884078)	(82, 0.3649915005728487)	(84, 0.3759822858869176)	(86, 0.3871969987940648)	(88, 0.3965102914371791)	(90, 0.405946678780582)	(92, 0.4151067578073796)	(94, 0.42500802407208527)	(96, 0.4332985830883334)	(98, 0.4412761672815072)	(100, 0.45004862895420444)	(102, 0.4587674003852864)	(104, 0.4669741502438912)	(106, 0.47555280323953825)	(108, 0.48440907406987876)	(110, 0.4924036819981989)	(112, 0.5000447200427112)	(114, 0.5076137345923739)	(116, 0.5156214377015758)	(118, 0.5242262810589864)	(120, 0.5324579117612664)	(122, 0.540055735708869)	(124, 0.5486540314758387)	(126, 0.5572182797725158)	(128, 0.5657628852978702)	(130, 0.5755187950547883)	(132, 0.5846841121539386)	(134, 0.5934591928628121)	(136, 0.6015860621180382)	(138, 0.6089403157012397)
Control_siRNA_M3_2_gz - polyg	(1, 0.027274642740548978)	(2, 0.027824640337583285)	(3, 0.027918925639932025)	(4, 0.02806559166580784)	(5, 0.028183448293743765)	(6, 0.028298685885503334)	(7, 0.028502970707258934)	(8, 0.02885392155489035)	(9, 0.029320109994281335)	(10, 0.029747012891027012)	(12, 0.030337605548794805)	(14, 0.030853555675536513)	(16, 0.03131843459683932)	(18, 0.0317964086990239)	(20, 0.03232021593429467)	(22, 0.032866284977064446)	(24, 0.03336390185057168)	(26, 0.03384056643466808)	(28, 0.03435913559758614)	(30, 0.03486591909771061)	(32, 0.035387107296805026)	(34, 0.0359672238098674)	(36, 0.03661674478160316)	(38, 0.0372610276809862)	(40, 0.03794066756875003)	(42, 0.038643878782101036)	(44, 0.03935101854971658)	(46, 0.04006339638968482)	(48, 0.04080065507332843)	(50, 0.04164398472211437)	(52, 0.042504338106046605)	(54, 0.043468143418944824)	(56, 0.044285282705967224)	(58, 0.04516135030695759)	(60, 0.046030870317507064)	(62, 0.04697896141334716)	(64, 0.04789431455698283)	(66, 0.04874942986856236)	(68, 0.04971061614528422)	(70, 0.05091275375023063)	(72, 0.052206557621349445)	(74, 0.05390238354553856)	(76, 0.05562570934957939)	(78, 0.05719189298303899)	(80, 0.05907105143957288)	(82, 0.0610104477281629)	(84, 0.06292627269116574)	(86, 0.06484340717225676)	(88, 0.06703554045186493)	(90, 0.06949612493954938)	(92, 0.07308289498306597)	(94, 0.07596121574087886)	(96, 0.07912501144191429)	(98, 0.08245904449441274)	(100, 0.08621212333512782)	(102, 0.09034889097567872)	(104, 0.0945655392196084)	(106, 0.09901266264705724)	(108, 0.10373347535493506)	(110, 0.10872012023471278)	(112, 0.11399616861197762)	(114, 0.11939793072570742)	(116, 0.12547933272720105)	(118, 0.13166156762148432)	(120, 0.13795249251708624)	(122, 0.14422508415945373)	(124, 0.1506391037553443)	(126, 0.15727836046240132)	(128, 0.16405380705062872)	(130, 0.1709104437603231)	(132, 0.17828172107867102)	(134, 0.18621871021111136)	(136, 0.19447653127515502)	(138, 0.20337601620240542)
Control_siRNA_P1_1_gz - illumina_universal_adapter	(1, 5.876405097428838e-05)	(2, 0.00015017479693429253)	(3, 0.0005267000124362143)	(4, 0.0010381649005457613)	(5, 0.0011839868048152918)	(6, 0.0014233959013772073)	(7, 0.0015300417716638788)	(8, 0.001706333924586744)	(9, 0.0019413901284838974)	(10, 0.0027368812629691716)	(12, 0.00327228706073491)	(14, 0.003940456084775893)	(16, 0.0046358306879716385)	(18, 0.005498791658760726)	(20, 0.0065184567654812476)	(22, 0.007715502248290826)	(24, 0.009023546494051838)	(26, 0.010294591152162372)	(28, 0.011713634160874817)	(30, 0.013200147005891075)	(32, 0.014785688159030669)	(34, 0.016463728281296462)	(36, 0.01806123988926415)	(38, 0.019791514723507087)	(40, 0.021544642244240023)	(42, 0.02346644435573249)	(44, 0.025383893574560196)	(46, 0.027350312835866475)	(48, 0.029420113297960855)	(50, 0.03136041520327856)	(52, 0.033428039219040556)	(54, 0.035473898771478746)	(56, 0.037395700882971214)	(58, 0.039443736881741784)	(60, 0.0415091844511714)	(62, 0.043814041117162944)	(64, 0.046281043034916855)	(66, 0.04868601623219792)	(68, 0.051341280757702806)	(70, 0.05426098351259198)	(72, 0.05780423814170833)	(74, 0.06161301922337517)	(76, 0.06583532510819441)	(78, 0.07041674463785652)	(80, 0.07591118340395249)	(82, 0.08243616950843088)	(84, 0.09013426018606266)	(86, 0.09902504345383925)	(88, 0.109298958365844)	(90, 0.12066544933670403)	(92, 0.1343585614368794)	(94, 0.1497395076678163)	(96, 0.16726425353614854)	(98, 0.18639521679777799)	(100, 0.2072390433229913)	(102, 0.23145200877073047)	(104, 0.25788712592383073)	(106, 0.28714727041636157)	(108, 0.3183836281786945)	(110, 0.3526430698967046)	(112, 0.38987336085841484)	(114, 0.4311202835265343)	(116, 0.4756035818909044)	(118, 0.5226159108935013)	(120, 0.5735382257322208)	(122, 0.628360732398567)	(124, 0.6886515604750207)	(126, 0.753372545061036)	(128, 0.8229622400925878)	(130, 0.8977656123133583)	(132, 0.97780769085617)	(134, 1.065368303254192)	(136, 1.1594375784091997)	(138, 1.2592341720878681)
Control_siRNA_P1_1_gz - polya	(1, 0.00192615500415723)	(2, 0.0062681654372574265)	(3, 0.007959264237517503)	(4, 0.009963771309640452)	(5, 0.01186380895780911)	(6, 0.013300263537180603)	(7, 0.015215536309675927)	(8, 0.021174646367735247)	(9, 0.02951043582075467)	(10, 0.03777004965214076)	(12, 0.043624690286245785)	(14, 0.05412930850948293)	(16, 0.06673746211296636)	(18, 0.07564021583557104)	(20, 0.08582489644794818)	(22, 0.09581260866724481)	(24, 0.10393728282602327)	(26, 0.11295756465057655)	(28, 0.12164485018627551)	(30, 0.12945393962685872)	(32, 0.13767328920109576)	(34, 0.1456162300911204)	(36, 0.15282462034396643)	(38, 0.16017012671575248)	(40, 0.16851244550776906)	(42, 0.1758263934077356)	(44, 0.18321434048300306)	(46, 0.19173839254377345)	(48, 0.19911001627154806)	(50, 0.2067014610788932)	(52, 0.21542465797907642)	(54, 0.22623289046568074)	(56, 0.2350202925326692)	(58, 0.2429458218520348)	(60, 0.25129793465254713)	(62, 0.26007010159520894)	(64, 0.26807615942887264)	(66, 0.27620409825714964)	(68, 0.2849055306940091)	(70, 0.2933610246953095)	(72, 0.30153466889656655)	(74, 0.30964084326151975)	(76, 0.31926508894330874)	(78, 0.32864992552853584)	(80, 0.33605637239762853)	(82, 0.3450461839735285)	(84, 0.3568512288803633)	(86, 0.36930594301741393)	(88, 0.379633180864562)	(90, 0.38961762841436004)	(92, 0.398853378425819)	(94, 0.40936670243438567)	(96, 0.418472953889068)	(98, 0.4265475697822017)	(100, 0.4355264991264397)	(102, 0.4443051954080987)	(104, 0.45230254745643284)	(106, 0.4610866848539228)	(108, 0.47032461131171416)	(110, 0.47864516564040693)	(112, 0.48684601542081873)	(114, 0.495449507772721)	(116, 0.5045133185239219)	(118, 0.5140396241207538)	(120, 0.5231023466487885)	(122, 0.5313249608925241)	(124, 0.5408675898368488)	(126, 0.5506594218862312)	(128, 0.5602346975255416)	(130, 0.5715184835357712)	(132, 0.5817717222076183)	(134, 0.5911750585866706)	(136, 0.5993399970025981)	(138, 0.6068400310639832)
Control_siRNA_P1_1_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001153516556161957)	(4, 0.00021111529424096195)	(5, 0.0003155847181952524)	(6, 0.0005267000124362143)	(7, 0.0008640491939552773)	(8, 0.0014342781330391127)	(9, 0.002176446332381051)	(10, 0.002870732712410606)	(12, 0.0037021352113801678)	(14, 0.004582507752828303)	(16, 0.005606525752213588)	(18, 0.00644228114384791)	(20, 0.007390123521599859)	(22, 0.008274848955712757)	(24, 0.009114957240011842)	(26, 0.010074770072591884)	(28, 0.01122393373608908)	(30, 0.012316509794944367)	(32, 0.013713788340333002)	(34, 0.015162213374532591)	(36, 0.016864194406454574)	(38, 0.018417088864608452)	(40, 0.019824161418492803)	(42, 0.021325909387835726)	(44, 0.023139977405875332)	(46, 0.025109661336680186)	(48, 0.026852994848917407)	(50, 0.028615916378146058)	(52, 0.030577982746787576)	(54, 0.0326314598613891)	(56, 0.03472302478680729)	(58, 0.03689838289602215)	(60, 0.03926418005932035)	(62, 0.041557066270483785)	(64, 0.04391415764845247)	(66, 0.04638333601253877)	(68, 0.048979836487069356)	(70, 0.05213894833852046)	(72, 0.055230590353667744)	(74, 0.058691140022153615)	(76, 0.06173490021798851)	(78, 0.0646872496678634)	(80, 0.068134740658355)	(82, 0.07125141180632466)	(84, 0.07458028647170148)	(86, 0.07804736547918449)	(88, 0.08173100089673942)	(90, 0.08560072247571293)	(92, 0.08963367752961501)	(94, 0.09362854477270044)	(96, 0.09788567379883777)	(98, 0.10244424064200988)	(100, 0.10694730810370627)	(102, 0.11180731276391316)	(104, 0.11688713850369054)	(106, 0.12208122767591792)	(108, 0.12737760982576718)	(110, 0.13275125582041603)	(112, 0.13833819355563817)	(114, 0.14440286126081797)	(116, 0.15065143868108397)	(118, 0.15751486219024763)	(120, 0.16441528528706173)	(122, 0.17123409164641157)	(124, 0.1774315225778666)	(126, 0.18366268842747357)	(128, 0.19026602659991768)	(130, 0.19734818296548562)	(132, 0.2048830401681888)	(134, 0.2124081033623963)	(136, 0.22017692854583046)	(138, 0.22779231426283175)
Control_siRNA_P1_2_fastq_gz - illumina_universal_adapter	(1, 5.658760464190733e-05)	(2, 0.00014582190426953043)	(3, 0.0005223471197714522)	(4, 0.0010425177932105235)	(5, 0.0011883396974800538)	(6, 0.0014342781330391127)	(7, 0.001538747556993403)	(8, 0.001708510370919125)	(9, 0.0019435665748162786)	(10, 0.0027368812629691716)	(12, 0.0032896986313939586)	(14, 0.00399813191258399)	(16, 0.004718535648602119)	(18, 0.005627201992371208)	(20, 0.00666754333924935)	(22, 0.007924441096199407)	(24, 0.0093608956755709)	(26, 0.010839790958423825)	(28, 0.01256680112316819)	(30, 0.01432972265239684)	(32, 0.0162177898457374)	(34, 0.018166797536384633)	(36, 0.02006683518455329)	(38, 0.022143164985644816)	(40, 0.024239082803727767)	(42, 0.0265439394697193)	(44, 0.028753032497086065)	(46, 0.0310459187082495)	(48, 0.033491156162679614)	(50, 0.03579818927500353)	(52, 0.038199897802786015)	(54, 0.0406146650085628)	(56, 0.04288905142590099)	(58, 0.0452428781343711)	(60, 0.04762826331466073)	(62, 0.05023782246718561)	(64, 0.05305632046761907)	(66, 0.05581387797074586)	(68, 0.058776021429116476)	(70, 0.062035249811857096)	(72, 0.06577656105722013)	(74, 0.06988133884009079)	(76, 0.07437896518595623)	(78, 0.07920088203534645)	(80, 0.08495867080766051)	(82, 0.09171871311603606)	(84, 0.09966927156822404)	(86, 0.10880708149472589)	(88, 0.11936719909943874)	(90, 0.1310188045398407)	(92, 0.1449622079682399)	(94, 0.16055318127025156)	(96, 0.17826074863050378)	(98, 0.19752773978790705)	(100, 0.21856200536720372)	(102, 0.2430394090443272)	(104, 0.26972155285615274)	(106, 0.29911881346762353)	(108, 0.33057608053269305)	(110, 0.3650205201889556)	(112, 0.4025685723151935)	(114, 0.4440712274273677)	(116, 0.48889296319642306)	(118, 0.536128377948089)	(120, 0.5872563669652184)	(122, 0.6422889007026396)	(124, 0.7028049909744947)	(126, 0.7675890925041491)	(128, 0.8373714030361166)	(130, 0.9123195089379903)	(132, 0.9924573511194268)	(134, 1.0799189352093257)	(136, 1.1741155324747774)	(138, 1.2740133309079016)
Control_siRNA_P1_2_fastq_gz - polya	(1, 0.0024485021239286824)	(2, 0.007121332399550799)	(3, 0.008990899799066122)	(4, 0.011269639109069082)	(5, 0.013504849492424422)	(6, 0.015163301597698782)	(7, 0.01733974793007983)	(8, 0.023914792300202988)	(9, 0.03270328259035767)	(10, 0.0419346797091519)	(12, 0.04869689846385983)	(14, 0.06016785885867415)	(16, 0.07364006165611287)	(18, 0.0837202728445357)	(20, 0.0950214704254243)	(22, 0.10617684610204338)	(24, 0.11561500562241381)	(26, 0.12548627796292808)	(28, 0.1350147600060923)	(30, 0.14368245752479986)	(32, 0.15238933107749025)	(34, 0.16071423829884776)	(36, 0.16840035852165144)	(38, 0.17637812255299418)	(40, 0.18498161490489645)	(42, 0.19248600185894632)	(44, 0.20029182663003098)	(46, 0.2091684629966471)	(48, 0.2171124921098379)	(50, 0.22515119663848734)	(52, 0.23456759169553396)	(54, 0.24568814423083496)	(56, 0.25471386717121913)	(58, 0.2632705659269753)	(60, 0.2721569963020871)	(62, 0.2810847791575142)	(64, 0.28913654236415787)	(66, 0.29738853863338066)	(68, 0.30617158780770437)	(70, 0.3149328725187043)	(72, 0.3232371034999042)	(74, 0.3316849799390412)	(76, 0.3415388407088964)	(78, 0.3509334713026192)	(80, 0.3589155882266267)	(82, 0.3683200128288453)	(84, 0.38023170360596675)	(86, 0.3928822979129316)	(88, 0.40300712625116825)	(90, 0.41319942442570873)	(92, 0.4225048207198039)	(94, 0.43316505485580625)	(96, 0.44243018689275243)	(98, 0.45028280525998327)	(100, 0.45909088356712935)	(102, 0.4675779360402493)	(104, 0.47545775998663486)	(106, 0.4839350184512591)	(108, 0.49316206267738855)	(110, 0.5012138258840322)	(112, 0.5090871204914207)	(114, 0.5176917010664892)	(116, 0.526806658306501)	(118, 0.5362078182392209)	(120, 0.5450855428290033)	(122, 0.553228716781607)	(124, 0.5621151471567187)	(126, 0.5716795405643673)	(128, 0.5807727333410553)	(130, 0.5917518168647515)	(132, 0.6018287633836759)	(134, 0.6108795154568825)	(136, 0.6185863119198437)	(138, 0.6264465478492379)
